DATE,COUNTRY,SERIES,VALUE
1992,EU,EX (BoP. current US$),2121508168355.92
1993,EU,EX (BoP. current US$),1949590138738.84
1994,EU,EX (BoP. current US$),2178821751555.21
1995,EU,EX (BoP. current US$),2667386399211.24
1996,EU,EX (BoP. current US$),2765389773359.76
1997,EU,EX (BoP. current US$),2775749875768.5
1998,EU,EX (BoP. current US$),2890536783921.65
1999,EU,EX (BoP. current US$),2922452981095.34
2000,EU,EX (BoP. current US$),2996614721854.51
2001,EU,EX (BoP. current US$),3039855740901.09
2002,EU,EX (BoP. current US$),3245243857548.94
2003,EU,EX (BoP. current US$),3868663884649.37
2004,EU,EX (BoP. current US$),4682831387748.31
2005,EU,EX (BoP. current US$),5082738874292.64
2006,EU,EX (BoP. current US$),5765108698917.91
2007,EU,EX (BoP. current US$),6777785870421.25
2008,EU,EX (BoP. current US$),7506885635907.77
2009,EU,EX (BoP. current US$),5982808173769.16
2010,EU,EX (BoP. current US$),6541840557124.04
2011,EU,EX (BoP. current US$),7623438126676.17
2012,EU,EX (BoP. current US$),7384028034741.12
2013,EU,EX (BoP. current US$),7752912796496.81
2014,EU,EX (BoP. current US$),8066139159937.77
2015,EU,EX (BoP. current US$),7243126377534.52
2016,EU,EX (BoP. current US$),7281289492468.21
2017,EU,EX (BoP. current US$),7990731920050.08
2018,EU,EX (BoP. current US$),8712924495549.83
2019,EU,EX (BoP. current US$),
1960,EU,IM (% of GDP),
1961,EU,IM (% of GDP),
1962,EU,IM (% of GDP),
1963,EU,IM (% of GDP),
1964,EU,IM (% of GDP),
1965,EU,IM (% of GDP),
1966,EU,IM (% of GDP),
1967,EU,IM (% of GDP),
1968,EU,IM (% of GDP),
1969,EU,IM (% of GDP),
1970,EU,IM (% of GDP),20.2599585891482
1971,EU,IM (% of GDP),19.8838224828235
1972,EU,IM (% of GDP),19.8557622041945
1973,EU,IM (% of GDP),21.6309845752571
1974,EU,IM (% of GDP),26.1806822771712
1975,EU,IM (% of GDP),23.400149840514
1976,EU,IM (% of GDP),25.1502807042396
1977,EU,IM (% of GDP),24.9270157000266
1978,EU,IM (% of GDP),23.6416077823542
1979,EU,IM (% of GDP),25.364142845467
1980,EU,IM (% of GDP),26.7020870602776
1981,EU,IM (% of GDP),27.2912077362925
1982,EU,IM (% of GDP),27.1826956155415
1983,EU,IM (% of GDP),26.8821250559807
1984,EU,IM (% of GDP),28.2477627354595
1985,EU,IM (% of GDP),28.3090168576656
1986,EU,IM (% of GDP),24.9201021508261
1987,EU,IM (% of GDP),24.9085800685048
1988,EU,IM (% of GDP),25.435286119432
1989,EU,IM (% of GDP),26.8702980589464
1990,EU,IM (% of GDP),26.4436874993043
1991,EU,IM (% of GDP),26.0674706221605
1992,EU,IM (% of GDP),25.9060528122625
1993,EU,IM (% of GDP),25.0031024340061
1994,EU,IM (% of GDP),26.1606395900517
1995,EU,IM (% of GDP),27.1784459370711
1996,EU,IM (% of GDP),27.5814449227672
1997,EU,IM (% of GDP),29.0835182069288
1998,EU,IM (% of GDP),29.7420043637004
1999,EU,IM (% of GDP),30.4002050615936
2000,EU,IM (% of GDP),34.1180247425186
2001,EU,IM (% of GDP),33.5316933582791
2002,EU,IM (% of GDP),32.0990484595209
2003,EU,IM (% of GDP),31.76039925353
2004,EU,IM (% of GDP),33.0128787515148
2005,EU,IM (% of GDP),34.7263906607824
2006,EU,IM (% of GDP),37.080157659622
2007,EU,IM (% of GDP),37.5867004309711
2008,EU,IM (% of GDP),38.4997433474135
2009,EU,IM (% of GDP),33.5727795162959
2010,EU,IM (% of GDP),37.331745900862
2011,EU,IM (% of GDP),39.8450750297432
2012,EU,IM (% of GDP),39.9855225061938
2013,EU,IM (% of GDP),39.5183366020795
2014,EU,IM (% of GDP),39.6570144942453
2015,EU,IM (% of GDP),39.8823084027548
2016,EU,IM (% of GDP),39.4905532593118
2017,EU,IM (% of GDP),41.1375496813456
2018,EU,IM (% of GDP),41.8588724449149
2019,EU,IM (% of GDP),
1960,EU,IM (BoP. current US$),
1961,EU,IM (BoP. current US$),
1962,EU,IM (BoP. current US$),
1963,EU,IM (BoP. current US$),
1964,EU,IM (BoP. current US$),
1965,EU,IM (BoP. current US$),
1966,EU,IM (BoP. current US$),
1967,EU,IM (BoP. current US$),
1968,EU,IM (BoP. current US$),
1969,EU,IM (BoP. current US$),
1970,EU,IM (BoP. current US$),
1971,EU,IM (BoP. current US$),
1972,EU,IM (BoP. current US$),
1973,EU,IM (BoP. current US$),
1974,EU,IM (BoP. current US$),
1975,EU,IM (BoP. current US$),466881713493.473
1976,EU,IM (BoP. current US$),521923205450.638
1977,EU,IM (BoP. current US$),582716167229.031
1978,EU,IM (BoP. current US$),678354142383.05
1979,EU,IM (BoP. current US$),885894142673.904
1980,EU,IM (BoP. current US$),1057748978756.81
1981,EU,IM (BoP. current US$),965882955388.297
1982,EU,IM (BoP. current US$),916625932716.072
1983,EU,IM (BoP. current US$),873991581226.892
1984,EU,IM (BoP. current US$),881897642661.539
1985,EU,IM (BoP. current US$),915444939315.962
1986,EU,IM (BoP. current US$),1080802774326.41
1987,EU,IM (BoP. current US$),1323587058904.12
1988,EU,IM (BoP. current US$),1493880214779.91
1989,EU,IM (BoP. current US$),1605262691971.33
1990,EU,IM (BoP. current US$),1949118368848.75
1991,EU,IM (BoP. current US$),1977676165529.67
1992,EU,IM (BoP. current US$),2114092574350.18
1993,EU,IM (BoP. current US$),1862040583326.58
1994,EU,IM (BoP. current US$),2061295209333.23
1995,EU,IM (BoP. current US$),2512497102610.52
1996,EU,IM (BoP. current US$),2585619286156.94
1997,EU,IM (BoP. current US$),2591764358243.69
1998,EU,IM (BoP. current US$),2743577227062.51
1999,EU,IM (BoP. current US$),2850412664810.85
2000,EU,IM (BoP. current US$),2983756892748.33
2001,EU,IM (BoP. current US$),2977975662912.08
2002,EU,IM (BoP. current US$),3121884089368.7
2003,EU,IM (BoP. current US$),3729277512328.92
2004,EU,IM (BoP. current US$),4512758226324.86
2005,EU,IM (BoP. current US$),4958974335869.83
2006,EU,IM (BoP. current US$),5671710031782.26
2007,EU,IM (BoP. current US$),6644859074869.39
2008,EU,IM (BoP. current US$),7441388618555.09
2009,EU,IM (BoP. current US$),5781734367195.17
2010,EU,IM (BoP. current US$),6371307531839.97
2011,EU,IM (BoP. current US$),7388372294236.04
2012,EU,IM (BoP. current US$),6987304077310.45
2013,EU,IM (BoP. current US$),7240092048884.48
2014,EU,IM (BoP. current US$),7520869885583.69
2015,EU,IM (BoP. current US$),6664194247210.46
2016,EU,IM (BoP. current US$),6680766085666.53
2017,EU,IM (BoP. current US$),7373392533495.49
2018,EU,IM (BoP. current US$),8121064020580.69
2019,EU,IM (BoP. current US$),
1960,EU,IM (constant 2010 US$),
1961,EU,IM (constant 2010 US$),
1962,EU,IM (constant 2010 US$),
1963,EU,IM (constant 2010 US$),
1964,EU,IM (constant 2010 US$),
1965,EU,IM (constant 2010 US$),
1966,EU,IM (constant 2010 US$),
1967,EU,IM (constant 2010 US$),
1968,EU,IM (constant 2010 US$),
1969,EU,IM (constant 2010 US$),
1970,EU,IM (constant 2010 US$),980147857267.499
1971,EU,IM (constant 2010 US$),1029033612187.79
1972,EU,IM (constant 2010 US$),1122577608943.47
1973,EU,IM (constant 2010 US$),1244864156879.43
1974,EU,IM (constant 2010 US$),1275782211507.82
1975,EU,IM (constant 2010 US$),1206502826702.07
1976,EU,IM (constant 2010 US$),1343173951592.93
1977,EU,IM (constant 2010 US$),1377331505828.05
1978,EU,IM (constant 2010 US$),1429785811695.14
1979,EU,IM (constant 2010 US$),1568102937027.67
1980,EU,IM (constant 2010 US$),1600156817947.14
1981,EU,IM (constant 2010 US$),1575588210848.3
1982,EU,IM (constant 2010 US$),1594118733858.83
1983,EU,IM (constant 2010 US$),1616976940519.09
1984,EU,IM (constant 2010 US$),1721990239117.43
1985,EU,IM (constant 2010 US$),1801290546707.3
1986,EU,IM (constant 2010 US$),1892895596715.18
1987,EU,IM (constant 2010 US$),2035786053403.05
1988,EU,IM (constant 2010 US$),2187987284458.04
1989,EU,IM (constant 2010 US$),2361679430635.15
1990,EU,IM (constant 2010 US$),2449299098386.19
1991,EU,IM (constant 2010 US$),2508319070708.28
1992,EU,IM (constant 2010 US$),2614180522628.73
1993,EU,IM (constant 2010 US$),2535691755501.53
1994,EU,IM (constant 2010 US$),2749848132591.06
1995,EU,IM (constant 2010 US$),2974729940261.43
1996,EU,IM (constant 2010 US$),3132399161332.11
1997,EU,IM (constant 2010 US$),3441610358390.2
1998,EU,IM (constant 2010 US$),3781626093506.32
1999,EU,IM (constant 2010 US$),4054532426550.94
2000,EU,IM (constant 2010 US$),4533646432096.57
2001,EU,IM (constant 2010 US$),4663070102923.5
2002,EU,IM (constant 2010 US$),4735945949882.75
2003,EU,IM (constant 2010 US$),4891798916963.78
2004,EU,IM (constant 2010 US$),5258638446542.11
2005,EU,IM (constant 2010 US$),5606134222856.56
2006,EU,IM (constant 2010 US$),6131748340426.9
2007,EU,IM (constant 2010 US$),6523933661657.78
2008,EU,IM (constant 2010 US$),6580444163894.63
2009,EU,IM (constant 2010 US$),5832155019266.8
2010,EU,IM (constant 2010 US$),6388131041483.22
2011,EU,IM (constant 2010 US$),6664768792651.42
2012,EU,IM (constant 2010 US$),6623280607929.24
2013,EU,IM (constant 2010 US$),6736710269456.62
2014,EU,IM (constant 2010 US$),7087217012212.24
2015,EU,IM (constant 2010 US$),7595800506438.4
2016,EU,IM (constant 2010 US$),7927329559168.49
2017,EU,IM (constant 2010 US$),8336537521512.29
2018,EU,IM (constant 2010 US$),8585352872152.32
2019,EU,IM (constant 2010 US$),
1960,EU,GDP PC (constant 2010 US$),10031.7134186555
1961,EU,GDP PC (constant 2010 US$),10497.5046578031
1962,EU,GDP PC (constant 2010 US$),10923.5418847883
1963,EU,GDP PC (constant 2010 US$),11430.983688767
1964,EU,GDP PC (constant 2010 US$),11980.1119566157
1965,EU,GDP PC (constant 2010 US$),12389.0591199698
1966,EU,GDP PC (constant 2010 US$),12810.0826357957
1967,EU,GDP PC (constant 2010 US$),13311.9756626628
1968,EU,GDP PC (constant 2010 US$),13949.1736819092
1969,EU,GDP PC (constant 2010 US$),14663.3310862837
1970,EU,GDP PC (constant 2010 US$),15321.7566033633
1971,EU,GDP PC (constant 2010 US$),15796.2539209622
1972,EU,GDP PC (constant 2010 US$),16437.1758733443
1973,EU,GDP PC (constant 2010 US$),17338.8368523761
1974,EU,GDP PC (constant 2010 US$),17629.1281556901
1975,EU,GDP PC (constant 2010 US$),17402.22611828
1976,EU,GDP PC (constant 2010 US$),18118.266952948
1977,EU,GDP PC (constant 2010 US$),18549.8025414123
1978,EU,GDP PC (constant 2010 US$),19070.895685064
1979,EU,GDP PC (constant 2010 US$),19722.9313592303
1980,EU,GDP PC (constant 2010 US$),19930.3872841314
1981,EU,GDP PC (constant 2010 US$),19920.4100867924
1982,EU,GDP PC (constant 2010 US$),20059.7381869835
1983,EU,GDP PC (constant 2010 US$),20379.3377744105
1984,EU,GDP PC (constant 2010 US$),20833.4502837837
1985,EU,GDP PC (constant 2010 US$),21326.8897122508
1986,EU,GDP PC (constant 2010 US$),21835.8311779933
1987,EU,GDP PC (constant 2010 US$),22412.8801121825
1988,EU,GDP PC (constant 2010 US$),23326.8599896891
1989,EU,GDP PC (constant 2010 US$),24115.4763523279
1990,EU,GDP PC (constant 2010 US$),24752.7325238931
1991,EU,GDP PC (constant 2010 US$),25067.8101671651
1992,EU,GDP PC (constant 2010 US$),25250.0470006859
1993,EU,GDP PC (constant 2010 US$),25114.8125432252
1994,EU,GDP PC (constant 2010 US$),25748.2109278166
1995,EU,GDP PC (constant 2010 US$),26392.5302829095
1996,EU,GDP PC (constant 2010 US$),26864.8004284914
1997,EU,GDP PC (constant 2010 US$),27590.951243615
1998,EU,GDP PC (constant 2010 US$),28405.8184474936
1999,EU,GDP PC (constant 2010 US$),29212.0361643496
2000,EU,GDP PC (constant 2010 US$),30288.8107487489
2001,EU,GDP PC (constant 2010 US$),30935.4144871391
2002,EU,GDP PC (constant 2010 US$),31256.8190278932
2003,EU,GDP PC (constant 2010 US$),31536.202984169
2004,EU,GDP PC (constant 2010 US$),32217.6629796086
2005,EU,GDP PC (constant 2010 US$),32769.318233476
2006,EU,GDP PC (constant 2010 US$),33753.0457708231
2007,EU,GDP PC (constant 2010 US$),34646.7314507294
2008,EU,GDP PC (constant 2010 US$),34693.979967247
2009,EU,GDP PC (constant 2010 US$),33097.1350172542
2010,EU,GDP PC (constant 2010 US$),33740.6463712077
2011,EU,GDP PC (constant 2010 US$),34364.9414007207
2012,EU,GDP PC (constant 2010 US$),34145.7739929903
2013,EU,GDP PC (constant 2010 US$),34134.7027975625
2014,EU,GDP PC (constant 2010 US$),34619.2150988304
2015,EU,GDP PC (constant 2010 US$),35327.8251234756
2016,EU,GDP PC (constant 2010 US$),35942.3979133625
2017,EU,GDP PC (constant 2010 US$),36806.0591799169
2018,EU,GDP PC (constant 2010 US$),37472.8570728249
2019,EU,GDP PC (constant 2010 US$),
